"method","cv_scheme","network","prob","SE","df","asymp.LCL","asymp.UCL"
"COSNet","block","omnipath",0.494357277967955,0.00145784711811318,NA,0.491500165516781,0.497214759010065
"bagsvm","block","omnipath",0.577755607560696,0.00144428851340834,NA,0.574922329563346,0.580583777587796
"rf","block","omnipath",0.543042676578596,0.00145587764407001,NA,0.540187827276164,0.545894701286365
"svm","block","omnipath",0.510181221974979,0.00145902494462815,NA,0.507321283637795,0.513040493993242
"pr","representative","omnipath",0.677616508916921,0.00134867700116433,NA,0.674967489542038,0.680254166154156
"randomraw","representative","omnipath",0.600086466589037,0.00142450638562106,NA,0.597291262126546,0.602875169137933
"random","representative","omnipath",0.495990722707071,0.00145791755867759,NA,0.493133418856282,0.498848288458563
"EGAD","representative","omnipath",0.586802289522043,0.00143304801116126,NA,0.583990771436629,0.589608159280091
"ppr","representative","omnipath",0.677449707042471,0.00134888930874935,NA,0.674800276660837,0.680087785460358
"raw","representative","omnipath",0.648736624656008,0.00138221369931031,NA,0.646022768815318,0.651440900081607
"gm","representative","omnipath",0.375989583381278,0.00140174965607955,NA,0.373246219641017,0.378740926123997
"mc","representative","omnipath",0.606571983434661,0.00141987305550851,NA,0.603785652171792,0.609351397798133
"z","representative","omnipath",0.601855586911841,0.00142327275542684,NA,0.599062743535587,0.604641815054499
"knn","representative","omnipath",0.62265354125996,0.00140706126181982,NA,0.619891807662118,0.625407334565878
"wsld","representative","omnipath",0.622413098467165,0.00140726678780521,NA,0.619650969685521,0.625167302194856
"COSNet","representative","omnipath",0.512688263614613,0.00145769064834285,NA,0.509830858983689,0.515544839178969
"bagsvm","representative","omnipath",0.595536812344528,0.00142757497114747,NA,0.592735739786214,0.598331674812325
"rf","representative","omnipath",0.561175396135472,0.00144595758420176,NA,0.558339406027081,0.564007395855984
"svm","representative","omnipath",0.528485700132908,0.00145568056354923,NA,0.525631719016369,0.531337820243799
