"STRING_id","allergy","Alzheimers.disease","arthritis","asthma","bipolar.disorder","cardiac.arrhythmia","chronic.obstructive.pulmonary.disease","coronary.heart.disease","drug.dependence","hypertension","multiple.sclerosis","obesity","Parkinson.s.disease","psoriasis","rheumatoid.arthritis","schizophrenia","stroke","systemic.lupus.erythematosus","type.I.diabetes.mellitus","type.II.diabetes.mellitus","ulcerative.colitis","unipolar.depression"
"9606.ENSP00000354932",0.00506979,0.008186942,0.02096058,0.006823464,0.01067857,0.01245725,0.009962449,0.01576073,0.01058317,0.01516055,0.01662736,0.01411003,0.01033726,0.0102205,0.009691038,0.01238529,0.01188169,0.01257812,0.009281762,0.01504669,0.004944263,0.008992466
"9606.ENSP00000354945",0.004941742,0.008059741,0.015785,0.00668507,0.01072528,0.01172222,0.008042132,0.01319076,0.01043857,0.01369573,0.01695272,0.01436482,0.0103415,0.008707645,0.008374382,0.01238026,0.01126136,0.008272972,0.007437695,0.01128577,0.004626389,0.008992413
"9606.ENSP00000354947",0.004799855,0.007638024,0.0140256,0.006950421,0.009084471,0.01117469,0.007660543,0.01094889,0.01009685,0.01198316,0.01248837,0.01260699,0.01082667,0.008231697,0.007214831,0.01113101,0.01150954,0.00683291,0.006845921,0.009832504,0.004282596,0.009227
"9606.ENSP00000354952",0.007866046,0.01106728,0.02239753,0.01181944,0.0116629,0.01406019,0.01046584,0.01413309,0.01362486,0.01811106,0.01899664,0.01638583,0.01433161,0.01577142,0.01346999,0.0150269,0.01533371,0.01162902,0.01235444,0.01253967,0.009617201,0.01322845
"9606.ENSP00000354957",0.003335016,0.005859155,0.01098808,0.004509376,0.00746531,0.008680843,0.005921282,0.009024137,0.007178512,0.009800554,0.009684688,0.00989946,0.007193181,0.006188423,0.005483482,0.008804357,0.007849287,0.00615733,0.005599632,0.007846823,0.003141525,0.006309845
"9606.ENSP00000354960",0.003405733,0.005620646,0.01033941,0.004230971,0.007237952,0.008424035,0.00593947,0.009003502,0.007031015,0.009455406,0.009190639,0.009883188,0.007041305,0.005920392,0.005187824,0.008685558,0.00878557,0.006134316,0.005634422,0.007689263,0.002963933,0.006016507
"9606.ENSP00000354961",0.003458842,0.005259761,0.01164868,0.0043979,0.2393211,0.2400907,0.2375622,0.2409023,0.007170784,0.2411381,0.009470127,0.2417188,0.006471526,0.005745895,0.006758164,0.2406051,0.006934871,0.2376184,0.2378351,0.2400352,0.00277841,0.005760743
"9606.ENSP00000354972",0.0015557,0.002693767,0.005194192,0.002140028,0.003879618,0.004443219,0.002970167,0.00461743,0.003555858,0.004901037,0.004681785,0.005037718,0.003591781,0.002860348,0.002664433,0.004441289,0.003829778,0.00306994,0.002799641,0.004036169,0.001457418,0.003065501
"9606.ENSP00000354982",0.003544711,0.005410241,0.01153675,0.004445838,0.1618155,0.162586,0.1600852,0.1633391,0.007322748,0.1636681,0.009414884,0.1641363,0.006502544,0.005716478,0.006625469,0.1631118,0.007037217,0.1600511,0.1603169,0.1624803,0.002905293,0.005884394
"9606.ENSP00000354995",0.003036055,0.005019987,0.009041924,0.003939538,0.006220711,0.007400649,0.005081038,0.008601108,0.006150444,0.008484324,0.007584576,0.008535528,0.00618658,0.005213565,0.004873166,0.007390058,0.007033361,0.005060038,0.004755088,0.007001129,0.002581477,0.005408888
"9606.ENSP00000355001",0.0003014174,0.0004999449,0.0009042592,0.0004029806,0.0005902284,0.0006894057,0.0004807145,0.0007254364,0.0006170511,0.0008056066,0.0008024358,0.0008145785,0.0006268014,0.0005308955,0.0004761747,0.0007223911,0.0006783093,0.0004919738,0.0004662995,0.0006446559,0.0002776773,0.0005581706
"9606.ENSP00000355011",0.00425184,0.007087764,0.01394982,0.005765477,0.01046967,0.01154648,0.008154247,0.01259942,0.00947788,0.01316026,0.01254013,0.0137233,0.009229214,0.007586518,0.007207969,0.0121942,0.01005508,0.008350425,0.00760837,0.01097033,0.003932512,0.008041904
