"disease","uniprot.id"
"systemic lupus erythematosus","Q13509"
"systemic lupus erythematosus","P10415"
"systemic lupus erythematosus","P23458"
"systemic lupus erythematosus","P29597"
"systemic lupus erythematosus","Q08499"
"systemic lupus erythematosus","P45983"
"systemic lupus erythematosus","Q9Y375"
"systemic lupus erythematosus","P68363"
"systemic lupus erythematosus","P04150"
"systemic lupus erythematosus","P30968"
"systemic lupus erythematosus","Q16881"
"systemic lupus erythematosus","P21453"
"systemic lupus erythematosus","P45984"
"systemic lupus erythematosus","P53779"
"systemic lupus erythematosus","P43405"
"systemic lupus erythematosus","Q9BQE3"
"systemic lupus erythematosus","P11836"
"systemic lupus erythematosus","P27815"
"systemic lupus erythematosus","Q08493"
"systemic lupus erythematosus","Q07343"
"systemic lupus erythematosus","O43181"
"systemic lupus erythematosus","P04035"
"systemic lupus erythematosus","P52333"
"systemic lupus erythematosus","P10828"
"systemic lupus erythematosus","P19404"
"systemic lupus erythematosus","P03891"
"systemic lupus erythematosus","Q99500"
"systemic lupus erythematosus","O95136"
"systemic lupus erythematosus","Q13748"
"systemic lupus erythematosus","P03956"
"systemic lupus erythematosus","P04350"
"systemic lupus erythematosus","Q13885"
"systemic lupus erythematosus","Q9BVA1"
"systemic lupus erythematosus","P10827"
"systemic lupus erythematosus","P28908"
"systemic lupus erythematosus","Q9NYK1"
"systemic lupus erythematosus","Q9NR96"
"systemic lupus erythematosus","Q9P0J0"
"systemic lupus erythematosus","Q9BUF5"
"systemic lupus erythematosus","Q3ZCM7"
"systemic lupus erythematosus","Q9Y275"
"systemic lupus erythematosus","P29965"
"systemic lupus erythematosus","P22894"
"systemic lupus erythematosus","P05231"
"systemic lupus erythematosus","P42081"
"systemic lupus erythematosus","O75489"
"systemic lupus erythematosus","O95977"
"systemic lupus erythematosus","Q9H4B7"
"systemic lupus erythematosus","P12268"
"systemic lupus erythematosus","P09237"
"systemic lupus erythematosus","Q6PEY2"
"systemic lupus erythematosus","P45452"
"systemic lupus erythematosus","Q9NPF7"
"systemic lupus erythematosus","P29460"
"systemic lupus erythematosus","P29459"
"systemic lupus erythematosus","P43304"
"systemic lupus erythematosus","O96000"
"systemic lupus erythematosus","Q9H228"
"systemic lupus erythematosus","P33681"
"systemic lupus erythematosus","Q16795"
"systemic lupus erythematosus","P28331"
"systemic lupus erythematosus","O95169"
"systemic lupus erythematosus","O75380"
"systemic lupus erythematosus","P03905"
"systemic lupus erythematosus","O75306"
"systemic lupus erythematosus","O00483"
"systemic lupus erythematosus","Q01718"
"systemic lupus erythematosus","P49821"
"systemic lupus erythematosus","P56181"
"systemic lupus erythematosus","O43678"
"systemic lupus erythematosus","Q9UI09"
"systemic lupus erythematosus","P51970"
"systemic lupus erythematosus","O95139"
"systemic lupus erythematosus","O43674"
"systemic lupus erythematosus","O95182"
"systemic lupus erythematosus","O00217"
"systemic lupus erythematosus","P56556"
"systemic lupus erythematosus","Q9Y6M9"
"systemic lupus erythematosus","P03923"
"systemic lupus erythematosus","O75251"
"systemic lupus erythematosus","Q16718"
"systemic lupus erythematosus","O75438"
"systemic lupus erythematosus","P03886"
"systemic lupus erythematosus","O95168"
"systemic lupus erythematosus","P03915"
"type I diabetes mellitus","P62942"
"type I diabetes mellitus","Q8NER1"
"type I diabetes mellitus","P05771"
"type I diabetes mellitus","P05107"
"type I diabetes mellitus","P06213"
"type I diabetes mellitus","P10721"
"type I diabetes mellitus","P11473"
"type I diabetes mellitus","P01589"
"type I diabetes mellitus","P41143"
"type I diabetes mellitus","P37231"
"type I diabetes mellitus","P09619"
"type I diabetes mellitus","P14416"
"type I diabetes mellitus","P00519"
"type I diabetes mellitus","Q13936"
"type I diabetes mellitus","P07550"
"type I diabetes mellitus","Q9Y375"
"type I diabetes mellitus","P25025"
"type I diabetes mellitus","P25024"
"type I diabetes mellitus","Q13698"
"type I diabetes mellitus","P35372"
"type I diabetes mellitus","P35354"
"type I diabetes mellitus","P01375"
"type I diabetes mellitus","P14784"
"type I diabetes mellitus","Q09428"
"type I diabetes mellitus","Q14654"
"type I diabetes mellitus","Q15842"
"type I diabetes mellitus","P01584"
"type I diabetes mellitus","P47989"
"type I diabetes mellitus","P41145"
"type I diabetes mellitus","P35462"
"type I diabetes mellitus","P30556"
"type I diabetes mellitus","P13866"
"type I diabetes mellitus","P06729"
"type I diabetes mellitus","P11836"
"type I diabetes mellitus","O43181"
"type I diabetes mellitus","P04035"
"type I diabetes mellitus","P07766"
"type I diabetes mellitus","P08887"
"type I diabetes mellitus","P19404"
"type I diabetes mellitus","P21917"
"type I diabetes mellitus","P03891"
"type I diabetes mellitus","P14778"
"type I diabetes mellitus","P12821"
"type I diabetes mellitus","Q9P0J0"
"type I diabetes mellitus","P31785"
"type I diabetes mellitus","P48357"
"type I diabetes mellitus","P27487"
"type I diabetes mellitus","P05231"
"type I diabetes mellitus","P42081"
"type I diabetes mellitus","O75489"
"type I diabetes mellitus","Q01668"
"type I diabetes mellitus","P20701"
"type I diabetes mellitus","Q9NPF7"
"type I diabetes mellitus","P29460"
"type I diabetes mellitus","P29459"
"type I diabetes mellitus","P23219"
"type I diabetes mellitus","P43304"
"type I diabetes mellitus","O96000"
"type I diabetes mellitus","P33681"
"type I diabetes mellitus","Q16795"
"type I diabetes mellitus","P28331"
"type I diabetes mellitus","O95169"
"type I diabetes mellitus","O75380"
"type I diabetes mellitus","P47871"
"type I diabetes mellitus","P03905"
"type I diabetes mellitus","O75306"
"type I diabetes mellitus","O00483"
"type I diabetes mellitus","P43220"
"type I diabetes mellitus","Q16552"
"type I diabetes mellitus","P49821"
"type I diabetes mellitus","P56181"
"type I diabetes mellitus","O43678"
"type I diabetes mellitus","Q9UI09"
"type I diabetes mellitus","P51970"
"type I diabetes mellitus","O95139"
"type I diabetes mellitus","O43674"
"type I diabetes mellitus","O95182"
"type I diabetes mellitus","O00217"
"type I diabetes mellitus","P56556"
"type I diabetes mellitus","Q9Y6M9"
"type I diabetes mellitus","P03923"
"type I diabetes mellitus","O75251"
"type I diabetes mellitus","Q16718"
"type I diabetes mellitus","O75438"
"type I diabetes mellitus","P03886"
"type I diabetes mellitus","O95168"
"type I diabetes mellitus","P03915"
"type II diabetes mellitus","Q14432"
"type II diabetes mellitus","P62942"
"type II diabetes mellitus","P10275"
"type II diabetes mellitus","Q07869"
"type II diabetes mellitus","P06213"
"type II diabetes mellitus","P11473"
"type II diabetes mellitus","P18505"
"type II diabetes mellitus","P47870"
"type II diabetes mellitus","P18507"
"type II diabetes mellitus","P37231"
"type II diabetes mellitus","P08235"
"type II diabetes mellitus","P14416"
"type II diabetes mellitus","O76074"
"type II diabetes mellitus","Q13936"
"type II diabetes mellitus","Q08499"
"type II diabetes mellitus","P07550"
"type II diabetes mellitus","Q9Y375"
"type II diabetes mellitus","P25101"
"type II diabetes mellitus","Q9H244"
"type II diabetes mellitus","Q13698"
"type II diabetes mellitus","P21554"
"type II diabetes mellitus","P05023"
"type II diabetes mellitus","P54710"
"type II diabetes mellitus","P35354"
"type II diabetes mellitus","P24530"
"type II diabetes mellitus","P20309"
"type II diabetes mellitus","Q09428"
"type II diabetes mellitus","Q14654"
"type II diabetes mellitus","Q15842"
"type II diabetes mellitus","P01584"
"type II diabetes mellitus","P01583"
"type II diabetes mellitus","P43119"
"type II diabetes mellitus","P47989"
"type II diabetes mellitus","P08172"
"type II diabetes mellitus","P35499"
"type II diabetes mellitus","Q14524"
"type II diabetes mellitus","P35462"
"type II diabetes mellitus","P30556"
"type II diabetes mellitus","P05026"
"type II diabetes mellitus","P13866"
"type II diabetes mellitus","Q96RI1"
"type II diabetes mellitus","P14867"
"type II diabetes mellitus","Q01064"
"type II diabetes mellitus","P54750"
"type II diabetes mellitus","Q14123"
"type II diabetes mellitus","O43924"
"type II diabetes mellitus","Q13370"
"type II diabetes mellitus","P27815"
"type II diabetes mellitus","P08588"
"type II diabetes mellitus","Q9Y233"
"type II diabetes mellitus","Q08493"
"type II diabetes mellitus","Q07343"
"type II diabetes mellitus","O43181"
"type II diabetes mellitus","P04035"
"type II diabetes mellitus","P55017"
"type II diabetes mellitus","P29274"
"type II diabetes mellitus","P36544"
"type II diabetes mellitus","P18545"
"type II diabetes mellitus","P19404"
"type II diabetes mellitus","P21917"
"type II diabetes mellitus","P03891"
"type II diabetes mellitus","Q9NYK1"
"type II diabetes mellitus","Q9NR96"
"type II diabetes mellitus","P12821"
"type II diabetes mellitus","Q9P0J0"
"type II diabetes mellitus","P41597"
"type II diabetes mellitus","P00742"
"type II diabetes mellitus","P48169"
"type II diabetes mellitus","P27487"
"type II diabetes mellitus","O75489"
"type II diabetes mellitus","O60658"
"type II diabetes mellitus","Q01668"
"type II diabetes mellitus","P23219"
"type II diabetes mellitus","P43304"
"type II diabetes mellitus","P00797"
"type II diabetes mellitus","O96000"
"type II diabetes mellitus","Q16795"
"type II diabetes mellitus","P28331"
"type II diabetes mellitus","Q13946"
"type II diabetes mellitus","O95169"
"type II diabetes mellitus","Q13621"
"type II diabetes mellitus","O75380"
"type II diabetes mellitus","P47871"
"type II diabetes mellitus","Q13258"
"type II diabetes mellitus","P03905"
"type II diabetes mellitus","O75306"
"type II diabetes mellitus","O00408"
"type II diabetes mellitus","O00483"
"type II diabetes mellitus","P43220"
"type II diabetes mellitus","P49821"
"type II diabetes mellitus","P56181"
"type II diabetes mellitus","O43678"
"type II diabetes mellitus","Q9UI09"
"type II diabetes mellitus","P51970"
"type II diabetes mellitus","O95139"
"type II diabetes mellitus","O43674"
"type II diabetes mellitus","O95182"
"type II diabetes mellitus","O00217"
"type II diabetes mellitus","P56556"
"type II diabetes mellitus","Q9Y6M9"
"type II diabetes mellitus","P03923"
"type II diabetes mellitus","O75251"
"type II diabetes mellitus","Q16718"
"type II diabetes mellitus","O75438"
"type II diabetes mellitus","P03886"
"type II diabetes mellitus","O95168"
"type II diabetes mellitus","P03915"
"type II diabetes mellitus","P14415"
"type II diabetes mellitus","P04746"
"ulcerative colitis","P17252"
"ulcerative colitis","P62942"
"ulcerative colitis","P00374"
"ulcerative colitis","P05771"
"ulcerative colitis","P05129"
"ulcerative colitis","Q02156"
"ulcerative colitis","Q15139"
"ulcerative colitis","P11473"
"ulcerative colitis","P01589"
"ulcerative colitis","P48551"
"ulcerative colitis","P26010"
"ulcerative colitis","P37231"
"ulcerative colitis","O60674"
"ulcerative colitis","Q05655"
"ulcerative colitis","Q04759"
"ulcerative colitis","Q05513"
"ulcerative colitis","P41743"
"ulcerative colitis","P23458"
"ulcerative colitis","P29597"
"ulcerative colitis","Q08499"
"ulcerative colitis","P25025"
"ulcerative colitis","P04150"
"ulcerative colitis","P21554"
"ulcerative colitis","P35354"
"ulcerative colitis","P21453"
"ulcerative colitis","P17181"
"ulcerative colitis","P01375"
"ulcerative colitis","P14784"
"ulcerative colitis","P24723"
"ulcerative colitis","O94806"
"ulcerative colitis","P11836"
"ulcerative colitis","P27815"
"ulcerative colitis","P13612"
"ulcerative colitis","Q08493"
"ulcerative colitis","Q07343"
"ulcerative colitis","P09917"
"ulcerative colitis","P52333"
"ulcerative colitis","P07766"
"ulcerative colitis","P17301"
"ulcerative colitis","P31785"
"ulcerative colitis","P35225"
"ulcerative colitis","P42081"
"ulcerative colitis","P51671"
"ulcerative colitis","Q9NPF7"
"ulcerative colitis","P29460"
"ulcerative colitis","P29459"
"ulcerative colitis","P23219"
"ulcerative colitis","P33681"
"ulcerative colitis","Q13477"
"ulcerative colitis","P51686"
"unipolar depression","P10275"
"unipolar depression","P49840"
"unipolar depression","Q13224"
"unipolar depression","Q05586"
"unipolar depression","P49841"
"unipolar depression","P06213"
"unipolar depression","P11473"
"unipolar depression","P01589"
"unipolar depression","P41143"
"unipolar depression","P08913"
"unipolar depression","P42261"
"unipolar depression","P48058"
"unipolar depression","O15399"
"unipolar depression","P18505"
"unipolar depression","P47870"
"unipolar depression","P18507"
"unipolar depression","P41594"
"unipolar depression","P60880"
"unipolar depression","P08235"
"unipolar depression","P14416"
"unipolar depression","P08908"
"unipolar depression","P21918"
"unipolar depression","P35367"
"unipolar depression","P31645"
"unipolar depression","P11229"
"unipolar depression","Q13936"
"unipolar depression","Q16539"
"unipolar depression","P03372"
"unipolar depression","P07550"
"unipolar depression","P48039"
"unipolar depression","P18089"
"unipolar depression","Q9H244"
"unipolar depression","Q13698"
"unipolar depression","P04150"
"unipolar depression","P28222"
"unipolar depression","P35372"
"unipolar depression","Q12879"
"unipolar depression","Q8TCU5"
"unipolar depression","P35354"
"unipolar depression","P01375"
"unipolar depression","Q05940"
"unipolar depression","P20309"
"unipolar depression","P14784"
"unipolar depression","Q14654"
"unipolar depression","Q15842"
"unipolar depression","P35348"
"unipolar depression","P35499"
"unipolar depression","Q14524"
"unipolar depression","P41145"
"unipolar depression","P21728"
"unipolar depression","P35462"
"unipolar depression","P41146"
"unipolar depression","Q15759"
"unipolar depression","O43525"
"unipolar depression","O43526"
"unipolar depression","P23415"
"unipolar depression","P14867"
"unipolar depression","P42262"
"unipolar depression","P30518"
"unipolar depression","P35368"
"unipolar depression","P37288"
"unipolar depression","Q9Y5Y9"
"unipolar depression","P51787"
"unipolar depression","Q92731"
"unipolar depression","Q9UQD0"
"unipolar depression","P29218"
"unipolar depression","O14649"
"unipolar depression","P42263"
"unipolar depression","P34998"
"unipolar depression","P08588"
"unipolar depression","Q9NPC2"
"unipolar depression","P04035"
"unipolar depression","P56696"
"unipolar depression","Q01959"
"unipolar depression","P08887"
"unipolar depression","P10828"
"unipolar depression","P36544"
"unipolar depression","P48167"
"unipolar depression","P13945"
"unipolar depression","P21917"
"unipolar depression","Q9NR82"
"unipolar depression","P28223"
"unipolar depression","P28335"
"unipolar depression","P23975"
"unipolar depression","P06401"
"unipolar depression","P10827"
"unipolar depression","Q9NY46"
"unipolar depression","Q99250"
"unipolar depression","P35498"
"unipolar depression","P31785"
"unipolar depression","P48169"
"unipolar depression","P05231"
"unipolar depression","Q7Z418"
"unipolar depression","Q01668"
"unipolar depression","P21397"
"unipolar depression","Q14832"
"unipolar depression","P23219"
"unipolar depression","P49286"
"unipolar depression","P43681"
"unipolar depression","Q14957"
"unipolar depression","P25103"
"unipolar depression","P47901"
"unipolar depression","Q9UI33"
"unipolar depression","Q15858"
"unipolar depression","P18825"
"unipolar depression","O60391"
"unipolar depression","Q14416"
"unipolar depression","P30559"
"unipolar depression","P30926"
"unipolar depression","P32297"
"unipolar depression","P01854"
"unipolar depression","P17787"
